,Word 0,Word 1,Word 2,Word 3,Word 4,Word 5,Word 6,Word 7,Word 8,Word 9,Word 10,Word 11,Word 12,Word 13,Word 14,Word 15,Word 16,Word 17,Word 18,Word 19,Word 20,Word 21,Word 22,Word 23,Word 24,Word 25,Word 26,Word 27,Word 28,Word 29,Word 30,Word 31,Word 32,Word 33,Word 34,Word 35,Word 36,Word 37,Word 38,Word 39,Word 40,Word 41,Word 42,Word 43,Word 44,Word 45,Word 46,Word 47,Word 48,Word 49,Word 50,Word 51,Word 52,Word 53,Word 54,Word 55,Word 56,Word 57,Word 58,Word 59,Word 60,Word 61,Word 62,Word 63,Word 64,Word 65,Word 66,Word 67,Word 68,Word 69,Word 70,Word 71,Word 72,Word 73,Word 74,Word 75,Word 76,Word 77,Word 78,Word 79,Word 80,Word 81,Word 82,Word 83,Word 84,Word 85,Word 86,Word 87,Word 88,Word 89,Word 90,Word 91,Word 92,Word 93,Word 94,Word 95,Word 96,Word 97,Word 98,Word 99
10 Schiller (Drama),schiller,poetisch,historisch,charakter,form,darstellung,bewußtsein,natur,dichter,antik,don,cäsar,sinn,verhältniß,genuß,ausdruck,vorstellung,einzeln,brauen,andrerseits,besonder,theils,darstellen,äußerlich,freiheit,geschichtlich,weisen,notwendig,bedürfniß,reflexion,messina,bedingt,unmittelbar,gegensatz,objektiv,modern,verständniß,erscheinung,moment,vielmehr,dramatisch,geschichte,bestimmtheit,tendenz,religiös,stoff,zusammenhang,beziehung,inhalt,bezeichnen,arbeit,beatrice,künstlerisch,gestalt,ver,thatsach,wesentlich,betätigung,aufgabe,verhalten,ideal,manül,volk,hervor,poesie,hervortreten,drama,tragödie,liegen,eigenthümlich,bestimmen,anschauung,empfindung,situation,menschlich,gewinnen,früh,bewegung,idee,aussprechen,religion,kultur,verlangen,bedeutung,mutter,stimmung,anspruch,leben,bemerken,interesse,hintergrund,fassen,pädagogisch,verschieden,selbstständig,heben,vermitteln,leidenschaft,befriedigung,gesang
11 _Rauschen_ (Wackernagel),karl,en,philipp,fir,ß,konnen,ei,prosa,knabe,kurz,mi,philip,dieß,schonen,anzeige,ser,sinden,uhland,än,ur,jahr,ach,schulmann,erfahren,sü,magdali,sin,eltern,schweigen,ind,aroß,wisen,ahnlich,ün,stuck,schulen,äs,nennen,ertheilen,falsch,ür,dä,voltes,sa,wißenschaftlich,werten,är,ieder,beßer,ot,sol,sener,verwenden,öe,philpp,sat,säen,uberhaupt,handeln,sür,tonne,ausnehmen,deselb,büchlein,unterrichtsgegenstand,solen,anfangsbuchstabe,jugend,vieleichen,äe,erzahlung,wenden,wißenschaft,seibst,aufsat,grundsat,ön,wahrend,einrichtung,essen,äußerst,vorhin,wenia,vokal,gliedern,besit,betrifen,wert,öi,nichi,gesete,verhaltnissen,lette,umgang,erwahnen,ubrig,ne,angenehm,nichen,siell
12 Deklamation,wort,satz,sprechen,stehen,strophe,bezeichnen,zweit,heißen,nennen,stimmen,bilden,hand,enthalten,sänger,auge,letzt,dritt,betonen,fragen,könig,gehören,bewegung,herr,begreifen,stark,betonung,silbe,pause,hauptsatz,hören,schließen,richtig,zeitwort,bemerken,geschehen,folgen,zeile,stellen,hervorheben,liegen,treten,nebensatz,tonwort,gegensatz,fallen,denken,bedeuten,ausdruck,bedeutung,zusammengesetzt,angeben,inhalt,person,stück,komma,vergl,besonder,lang,subjekt,sinn,nachsatz,drücken,gieben,königs,prädicat,freund,verbinden,hauptwort,verschieden,schluß,viert,stellung,ver,zeichen,groß,ritter,bestimmung,kurz,bezeichnung,reden,erzählung,schön,subjecen,vorhergehend,declamator,trennen,andeuten,einzeln,behauptung,kämmerer,gewöhnlich,beziehung,form,geschwind,stärken,sprechend,hervor,alt,betrachten,satzton
13 Handlung (Drama) ,tellheim,minna,prinz,werner,major,franziska,auftreten,herr,kleist,fräulein,kurfürst,lessing,aufzug,graf,homburg,eugen,lesen,soldat,bemerken,wissen,barnhelm,wachtmeister,offizier,hören,sache,annehmen,ausgabe,hauptmann,oheim,richtig,männlich,eduard,ordern,ring,stück,schlagen,wirth,weiblich,charlotte,berlin,entsagen,natalie,zimmer,löwe,gräfin,schmidt,diener,riccauen,orest,vergl,lenau,hohenzollern,züren,zöllner,bemerkung,summe,marloff,lesart,zolling,mittler,konflikt,französisch,reißen,verlobt,angriff,erklären,brust,frisch,teils,nachricht,originalausgabe,preußisch,echt,fürstin,gnädig,kriegen,gefahr,arbeitsspruch,krieg,roman,ottilien,abends,königs,ottilie,stolz,köhler,sächsisch,mädchen,hermannsschlachen,architekt,hängen,bezahlen,beziehen,fassen,versuchen,kopf,greifen,lieben,siebenjährig,kottwitz
14 Handlung (Religion Welt),gott,herr,mensch,groß,zeit,erde,baum,leben,frühling,winter,tag,nennen,sommer,blume,endlich,grün,gras,heißen,sonne,vogel,reichen,arbeit,pflanzen,sprechen,thier,himmel,dienen,haus,freude,reichtum,frucht,blatt,fahren,en,erkennen,lange,hund,wissen,schön,jahr,fallen,gieben,heimath,herbst,vater,angenehm,licht,reisen,überschrift,speisen,wasser,boden,gegend,essen,armuth,lieblich,leute,reich,luft,jahreszeit,alt,farbe,erscheinung,vergnügen,kurz,leiden,gast,wind,selten,erzählen,laufen,bereiten,lang,schnee,wohnung,lehren,lernen,nächst,gering,blau,nahrung,fragen,täglich,wachsen,kraut,fromm,zweigen,weisen,zürst,bäumen,stehen,stark,vergleichen,schwert,eichen,zeigen,fröhlich,bild,erden,hüten
15 Allgemeiner Diskurs der Literaturvermittlung,sprache,dieß,wort,sprechen,gelehrt,art,teutsch,natur,groß,muttersprache,studium,lernen,begreifen,richtig,verstehen,alt,herr,seele,wissen,sprachstudium,schulen,kopf,jahr,sache,wissenschaft,fü,geschichte,schriftsteller,grieche,vorzüglich,gewiß,wahr,fragen,geschmack,kenntnis,kö,zeit,sprachlehre,lehren,theils,gegenstand,ausdruck,gen,gedanke,mensch,kunst,lateinisch,fassen,verstand,ver,rücksicht,sinn,kenntniß,erlernung,fleiß,treiben,einfluß,nation,absicht,kömmen,fremd,volk,griechisch,empfinden,erfahrung,gelehrtenschul,gewinnen,bestimmen,jugend,wünschen,fehler,geschäft,genie,schö,geschehen,römer,gelehrsamkeit,vergleichen,verschieden,leute,vater,hören,grund,umgang,kurz,geist,sammeln,angenehm,verdienen,helfen,regeln,selten,gesellschaft,wert,denken,regel,folgen,richtigkeit,moralisch,weisheit
16 Literaturgeschichte (Lyrik Form),alt,deutsch,volkslied,dichtung,sprache,mittelhochdeutsch,zeit,jahrhundert,strophe,dichter,form,walther,übersetzung,hebung,silbe,nibelungenlied,kurz,stehen,lesen,metrik,altdeutsch,uhland,senkung,nibelunge,lang,wort,neuhochdeutsch,beispiel,reimen,antik,sachs,spruch,simrock,nennen,gelehrt,original,vogelweide,literatur,zweit,lateinisch,fehlen,heutig,fallen,gesetz,literaturgeschichte,denkmal,gudrun,einsilbig,grund,zeile,formel,sprechen,zweisilbig,stumpf,martin,geistlich,außer,nibelungenstrophe,heinrich,opitz,mittelalter,formen,entstehen,metrisch,regel,haus,rhythmus,vorhanden,gebrauchen,volkspoesie,annehmen,sache,en,lyrik,auftakt,höfisch,lachmann,mitte,vocal,handschrift,nachdichtung,legerlotz,endung,mädchenschule,endlich,dichterisch,volk,übersetzen,konrad,eschenbach,tonlos,art,übertragung,übersetzer,hexamet,zeigen,kürze,spät,hildebrandslied,versuch
19 Lyrik (Patriotisch),gedicht,deutsch,dichter,volk,alt,groß,zeit,jahr,kaiser,uhland,strophe,deutschland,held,tag,sänger,wort,könig,weisen,meer,reich,schlagen,friedrich,schön,rhein,kampf,poesie,schwert,poetisch,sterben,fürst,ritter,lang,vaterland,schlacht,dichtung,leben,letzt,klingen,inhalt,stehen,führen,krieg,stadt,wissen,kurz,frisch,dichten,schließen,haupt,schauen,feinden,königs,frankreich,graf,liegen,heilig,stoff,ernst,kühn,verschieden,reiter,stolz,feind,form,stern,sprache,karl,sitzen,sonne,franzose,freudig,schiff,eberhard,wirkung,geschichte,erde,heinrich,brechen,blut,ausdruck,preußen,grün,mächtig,tot,wiegen,wunderbar,trotz,chamisso,französisch,namentlich,begeisterung,reisen,erwachen,stimmen,fromm,erläuterung,napoleon,kriegen,stein,zeile
18 Handlung (Maria Stuart),maria,sohn,elisabeth,könig,volk,königin,bruder,eignen,schicksal,england,vater,betreffen,erkennen,heinrich,königs,alt,trauerspiel,ritter,leicest,jsabella,eduard,feinden,gottheit,mutter,fürst,mortimer,frankreich,sterben,schwester,thron,theils,heilig,warwick,königlich,blut,herrschaft,wissen,schuld,individuell,haß,letzt,feind,staat,stuart,burleigh,richard,individuum,weib,furcht,hinrichtung,flucht,frevel,volksgeist,frieden,grund,englisch,walten,haus,sprechen,politisch,haupt,jungfrau,rache,person,elpenor,herrscher,gefangen,betrachten,reden,tochter,helmbrechen,krone,antiopen,gatte,strafe,reich,paulen,geschick,entscheidung,richter,freiheit,gelimer,erfahren,herr,umstand,mörder,vielmehr,theilen,kirchlich,gen,geschichtlich,weltgeschichte,katholisch,unterredung,christlich,boden,üben,geschichte,lykus,diener
19 Handlung (Hermann und Dorothea),vater,mutter,dichter,haus,sohn,hermann,gesang,mädchen,bild,sprechen,wort,freund,früh,schön,wissen,groß,dorothea,auge,göthe,stadt,jahr,letzt,charakter,stellen,eltern,zeit,spät,weisen,person,führen,tag,lieben,zweit,stehen,alt,fremd,treten,schluß,ruhig,einzeln,erfahren,kurz,endlich,ruhen,glücklich,rasch,wagen,schilderung,pfarrer,folgen,dichtung,hand,gespräch,bewegen,reden,zeigen,glück,enthalten,thrän,weib,heiter,erzählung,schließen,glocke,erzählen,apotheker,schildern,richter,leben,fragen,reichen,wesen,familie,stark,gedicht,freude,geliebt,sitzen,tochter,verlassen,ernst,hervorheben,gestalt,erkennen,wünschen,selten,lang,namentlich,wenden,ach,weiblich,empfindung,dienen,lebhaft,jüngling,äußern,stimmung,bilden,fassen,freundlich
20 Mittelalterlive Literatur,lat,luther,sin,wort,bedeutung,sprechen,min,minne,prät,herr,ursprünglich,en,heißen,stark,bedeuten,engl,form,grimm,gen,alt,früh,bilden,stehen,nu,schwach,kinderreim,walther,sol,franz,degen,ei,plural,dä,dö,fahren,landen,wunder,selten,substantiv,sinn,recken,formen,bieten,partc,griech,gewöhnlich,präs,ne,person,nibelungenlied,warten,subst,gerne,kunde,zunge,simrock,hän,wurzelverbum,mitteln,reisen,hät,herberge,richen,spät,laden,wolfdietrich,blind,fremd,sö,bescheiden,helfen,ka,weiblich,jahrh,sam,jahrhundert,lauten,manege,zeit,vocal,infinitiv,gemein,papst,hervorgehen,danne,deutsch,michel,alterthümlich,ältern,verbum,präsens,komen,entstehen,gebräuchlich,erklären,aussprechen,genitiv,österreich,eitel,leser
21 Drama (Historisch),iphigenie,wallenstein,jungfrau,könig,schiller,johanna,max,vater,tochter,orestes,wort,pylades,gott,göttin,königs,gemüt,zweit,lager,orest,priesterin,ceres,grieche,herzog,thekla,erde,schwert,buttler,schmerz,orleans,schluß,unterwelt,griechisch,opfer,dichtung,auftreten,kampf,oktavio,stolz,teils,bild,glück,proserpina,vorgang,wissen,monolog,terzky,polykrat,schwester,rücckehr,heilig,zeichen,gewalt,nennen,göttlich,konflikt,sittlich,rettung,burgund,ring,folgen,apollo,furchtbar,herder,haupt,agamemnon,schuld,klage,kurz,vertrauen,gottheit,tauri,fluch,golden,fragen,untergang,romanze,drama,vorstellung,ackerbau,frankreich,aufzug,gefangen,blutig,tier,pflicht,töten,meer,kultur,fremd,segen,empfindung,teuer,erwidern,vorspiel,lionel,troja,geschick,vaterland,diana,alt
22 Drama (Handlung Poetologie),dichter,handlung,drama,stück,dramatisch,schiller,person,charakter,tasso,wort,stellen,wissen,held,göthe,dramas,erklären,sprechen,fragen,handeln,scene,erkennen,absicht,schuld,dichtung,verhältnis,folgen,schicksal,wirkung,auftreten,kunst,geschehen,fürst,glauben,letzt,zeigen,groß,tragödie,gefühl,tragisch,idee,bruder,stehen,schluß,antonio,zweck,lieben,plan,prinzessin,fallen,wahrheit,erfahren,urteil,endlich,fühlen,zeit,bühne,gedanke,darstellen,volk,erklärung,punkt,interesse,herzog,vollendet,kampf,herr,ideal,treffen,leidenschaft,erregen,zuschauer,unrecht,führen,geliebt,handelnd,aussprechen,zürst,scenen,shakespeare,göthes,bestimmen,gieben,sache,stimmung,leidenschaftlich,betrachten,treten,moment,seele,gering,stellung,gewiß,richtig,willen,empfinden,notwendig,situation,exposition,wirklichkeit,dienen
23 Prosa (Unterstufe Jugendliteratur),fabel,erzählung,märchen,geschichte,jugend,lesen,erzählen,fuchs,bild,jugendschrift,knabe,bibliothek,lektüre,jugendliteratur,campen,alt,pädagogisch,geographisch,wolf,stoff,schrift,gellern,kinderfreund,jugendlektüre,welt,moral,erwachsene,roman,robinson,unterhaltung,moralisch,begebenheit,zweck,jahr,thier,lesebuch,erzieher,leser,salzmann,löwe,kindlich,geographie,darstellung,bruder,bedeutend,wahrheit,sammlung,boner,kinderschrift,tugend,mährchen,phantasie,spiel,la,auswahl,modern,basedow,kinderbuch,biblisch,eltern,quelle,naturgeschichte,didaktisch,schaden,poetisch,ernst,reisen,schulbibliothek,schülerbibliothek,hebel,naturgeschichtlich,frosch,storch,inhalt,vielfach,versuchen,lehren,natur,bearbeitung,menge,belehrend,grimm,reisebeschreibung,leben,waldi,breit,familie,rochow,interesse,hund,geschmack,namentlich,rousseau,bibel,schenken,erzahlung,ausgabe,wirklichkeit,herausgeben,erzähler
24 Allgemeiner Diskurs der Literaturvermittlung (Verordnungen Verfächerung),unterricht,gymnasium,deutsch,schüler,klasse,schule,lehrer,lateinisch,muttersprache,bildung,sprache,schulen,sprechen,griechisch,wissenschaftlich,realschule,stunde,gegenstand,kenntnis,besonder,aufsatz,geschichte,alt,anstalt,jahr,prüfung,universität,zeit,einzeln,literatur,schriftlich,lektüre,philosophisch,herr,bürgerschule,mündlich,studium,vorzüglich,vortragen,prima,schriftsteller,stehen,bestimmung,grammatik,stellen,übung,aufgabe,geistig,fertigkeit,methode,französisch,öffentlich,schrift,abiturient,fremd,erreichen,historisch,mathematik,ordnung,ausbildung,leben,grammatisch,bestimmen,wissenschaft,unterrichtsgegenstand,unterrichten,früh,notwendig,aufgeben,zweck,lehrplan,angemessen,verhältnis,gewinnen,philosophie,geographie,jüngling,praktisch,lection,kenntniß,gelegenheit,einrichtung,wöchentlich,bedeutend,erforderlich,gelehrt,vorbereitung,treiben,ansicht,vortrag,vorhanden,klassiker,leisten,lehrgegenstand,übersetzung,beschränken,studie,eintreten,namentlich,kreis
25 Literaturvermittlung (idealistische Poetologie),sprache,bildung,geist,kunst,mensch,geistig,begreifen,denken,einzeln,wort,sprechen,gegenstand,gedanke,gefühl,vorstellung,phantasie,natur,bilden,anschauung,ästhetisch,idee,schön,menschlich,verstehen,tätigkeit,zweck,inhalt,wesen,leben,verschieden,ausdruck,form,gesetz,beziehung,erscheinung,sinn,formen,sinnlich,wesentlich,bedeutung,wahrheit,bild,notwendig,wissenschaft,unmittelbar,fremd,wissen,art,entwicklung,einheit,besonder,empfindung,äußern,kraft,erkennen,wissenschaftlich,vollkommen,seele,stoff,zeit,lebendig,theilen,wirklichkeit,höhe,individuell,darstellung,gieben,groß,charakter,stehen,mittel,entstehen,schönheit,weisen,sache,element,gewiß,liegen,entwickeln,darstellen,bewußtsein,welt,auffassen,ideal,verhältnis,verbindung,früh,moment,wahr,gebildet,bewegung,poesie,bezeichnen,menschheit,bildend,bestimmen,unterscheiden,gegenwärtig,klarheit,ausbildung
26 Lesebuch (Form),deutsch,stück,verfasser,literatur,gedicht,lesebuch,sammlung,enthalten,zweit,herr,auswahl,herausgeber,auflage,dichter,poesie,kurz,abschneiden,geschichte,poetisch,einzeln,bemerkung,vorliegend,darstellung,buchen,proben,wünschen,stellen,prosa,bieten,jahr,verdienen,aufnehmen,behandeln,schrift,anmerkung,jugend,stoff,einleitung,inhalt,schriftsteller,ausgabe,bedeutend,dichtung,göthe,literaturgeschichte,leser,stehen,vorreden,abschnitt,namentlich,besonder,dritt,ausführlich,schön,geeignet,empfehlen,billig,dichten,theilen,weisen,prosaisch,lehrbuch,fehlen,periode,letzt,zeit,herder,ansicht,abtheilung,schiller,erzählung,angeben,art,episch,hand,nennen,erläuterung,lyrisch,folgen,abhandlung,schulen,bestimmen,raum,bemerken,früh,hebel,anordnung,wert,verschieden,bedenken,zweck,uhland,klopstock,aufnahme,poetik,müller,vermissen,gieben,lehrer,didaktisch
27 Kanon (Poetologie),deutsch,aufsatz,thema,schüler,schiller,lessing,unterricht,lehrer,lektüre,göthes,aufgeben,literatur,klasse,göthe,prima,lesen,sache,dichter,stehen,rhetorisch,stunde,lateinisch,fragen,tertia,abhandlung,gegenstand,dichtung,charakteristikum,disposition,stoff,drama,liegen,geschichte,formal,gymnasium,homer,philosophisch,klopstock,laokoon,griechisch,wissen,leben,logisch,literarisch,stilistisch,aristoteles,hand,jahr,ästhetisch,glauben,semester,klassisch,charakter,satz,nibelungenlied,shakespeare,iphigenie,antik,poesie,wallenstein,kunst,egmont,dorothea,verständnis,hermann,alt,cäsar,klassiker,übung,gedicht,dramaturgie,programm,lehren,begreifen,poetik,schillersch,logik,verstehen,kritisch,arbeit,methode,lehranstalt,gehören,gründen,gewiß,herder,luther,tragödie,natur,rhetorik,primaner,ballade,sekunda,vorschlag,könig,quarta,historisch,götz,gieben,aufgabe
